analysis,feature,n,spearman_vs_stage,p_spearman,won_vs_lost_effect,p_mwu,won_median,lost_median,q_spearman,q_mwu
raw,HNRdBACF_sma3nz_amean,60,-0.10161503843578089,0.4397875916783177,-0.18627450980392157,0.32102426893048785,3.859005,4.24142,0.9659653968616425,0.9441890262661408
raw,logRelF0-H1-H2_sma3nz_stddevNorm,60,0.09605227766156646,0.46535527839026075,0.09313725490196068,0.624443932080426,3.885805,3.21548,0.9659653968616425,1.0
raw,mfcc1V_sma3nz_stddevNorm,60,0.09596490445568875,0.4657631765847793,0.303921568627451,0.10363888953138498,0.581075,0.48343,0.9659653968616425,0.8991711831652544
raw,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,60,0.0958484068478518,0.4663073416006931,0.16176470588235303,0.38976633111321446,168.86149999999998,162.89417,0.9659653968616425,0.950649588081011
raw,alphaRatioV_sma3nz_stddevNorm,60,-0.094159191534216,0.4742362320212482,-0.23039215686274506,0.21850225952615188,-1.12332,-0.99793,0.9659653968616425,0.9342101824699294
raw,jitterLocal_sma3nz_amean,60,0.09398444512246058,0.47506055855548873,0.14215686274509798,0.4507351553552438,0.028865000000000002,0.02595,0.9659653968616425,0.9800036280905501
raw,alphaRatioUV_sma3nz_amean,60,0.08865467956392005,0.5005665245216051,0.16176470588235303,0.38976633111321446,-6.500579999999999,-7.11418,0.9659653968616425,0.950649588081011
raw,F2amplitudeLogRelF0_sma3nz_stddevNorm,60,0.08664509582873263,0.5103637719521233,0.0980392156862746,0.6058371434771839,-0.7637499999999999,-0.77587,0.9659653968616425,1.0
raw,spectralFluxV_sma3nz_stddevNorm,60,0.08626647860326254,0.5122204990158437,0.07352941176470584,0.7011928886270138,0.8097799999999999,0.80427,0.9659653968616425,1.0
raw,mfcc1_sma3_amean,60,-0.08315016759362409,0.5276320569422367,-0.12745098039215685,0.4998018503261805,20.209735000000002,22.24966,0.9659653968616425,0.9800036280905501
raw,slopeUV0-500_sma3nz_amean,60,0.08297772679119379,0.5284915262302925,0.0980392156862746,0.6058214455523561,0.018230000000000003,0.01855,0.9659653968616425,1.0
raw,f0_std_semitones,60,0.08213651923303812,0.5326941532308996,0.2107843137254901,0.2607084454287363,8.585,8.0,0.9659653968616425,0.9342101824699294
raw,StddevVoicedSegmentLengthSec,60,-0.08146208402005349,0.5360754474940943,-0.21568627450980393,0.24967790631269726,0.169535,0.17421,0.9659653968616425,0.9342101824699294
raw,F1bandwidth_sma3nz_stddevNorm,60,0.07892712930953459,0.5488778332814799,0.18137254901960786,0.33409801251245674,0.23252499999999998,0.21988,0.9659653968616425,0.9458008344283027
raw,F2amplitudeLogRelF0_sma3nz_amean,60,-0.07688842117238796,0.5592794636648488,-0.08823529411764708,0.6432933289838867,-118.42376,-116.67433,0.9659653968616425,1.0
raw,MeanVoicedSegmentLengthSec,60,-0.07525850021731076,0.5676618762441642,-0.196078431372549,0.2958931880403345,0.173985,0.1767,0.9659653968616425,0.9342101824699294
