t_min,speech_ratio,pause_ratio,loudness_mean,loudness_cv,f0_std_semitones,f0_range_1090,peaks_per_speech_sec,mean_pause_sec
0.0,0.0028333333333333335,0.9971666666666666,0.48949921131134033,0.4132795035839081,0.0,0.0,5.88235294117647,0.0
1.0,0.17316666666666666,0.8268333333333333,0.8791333436965942,0.6588245630264282,6.64274787902832,9.497381210327148,4.619826756496631,1.2849999999999984
2.0,0.5489999999999999,0.45100000000000007,1.0691806077957153,0.6255707740783691,5.9849982261657715,7.370492935180664,3.703703703703704,1.1895238095238096
3.0,0.6236666666666667,0.3763333333333333,1.042587161064148,0.7041428089141846,6.591388702392578,7.712141036987305,3.9016568679850345,1.0421052631578953
4.0,0.5665,0.4335,0.973575234413147,0.6447484493255615,7.203123569488525,10.273008346557617,3.706972639011474,1.1439999999999997
5.0,0.626,0.374,1.0165683031082153,0.6399970054626465,7.037601947784424,7.132896423339844,4.286474973375932,0.9242857142857142
6.0,0.6913333333333334,0.30866666666666664,1.0037531852722168,0.642009973526001,5.393983840942383,7.408447265625,4.122468659594985,0.7724999999999993
7.0,0.8033333333333333,0.19666666666666666,1.0745928287506104,0.6005096435546875,9.916851043701172,27.529762268066406,4.1701244813278,0.5328571428571428
8.0,0.7426666666666667,0.2573333333333333,1.0929182767868042,0.6360270977020264,9.975751876831055,28.00861167907715,3.9721723518850984,0.6094736842105258
9.0,0.8125,0.1875,0.9532308578491211,0.6566039323806763,5.4599690437316895,5.576847076416016,3.8974358974358974,0.7110000000000002
10.0,0.6890000000000001,0.31099999999999994,0.9912926554679871,0.6511687636375427,7.476160049438477,8.570915222167969,4.088050314465408,0.8109999999999993
11.0,0.8045000000000001,0.1954999999999999,1.0034434795379639,0.623567521572113,4.337924003601074,5.700857162475586,4.184793867826807,0.5523076923076933
12.0,0.7961666666666667,0.2038333333333333,0.9979979991912842,0.6358068585395813,4.084564685821533,5.235986709594727,4.270462633451957,0.51375
13.0,0.6910000000000001,0.30899999999999994,1.0011467933654785,0.6535693407058716,4.975853443145752,6.378664016723633,4.220935841775205,0.7571428571428565
14.0,0.7975,0.2025,1.0160162448883057,0.5946828722953796,4.209805488586426,6.115716934204102,4.200626959247649,0.5576470588235293
15.0,0.7935,0.20650000000000002,0.9670372605323792,0.5987115502357483,4.642250061035156,5.925188064575195,3.9487502625498845,0.5333333333333331
16.0,0.7346666666666667,0.2653333333333333,1.0246282815933228,0.6399727463722229,6.8209662437438965,7.206235885620117,3.947368421052632,0.7712500000000001
17.0,0.786,0.21399999999999997,0.9975480437278748,0.6507062315940857,5.514735221862793,6.015382766723633,4.240882103477523,0.6457142857142859
18.0,0.7751666666666667,0.22483333333333333,1.1034667491912842,0.6244946122169495,9.032820701599121,14.68142318725586,4.020640722425285,0.6564285714285722
19.0,0.7053333333333334,0.29466666666666663,1.0587540864944458,0.6461818814277649,7.902984142303467,9.869016647338867,4.229678638941399,1.1650000000000007
20.0,0.6938333333333334,0.3061666666666666,1.0549968481063843,0.6429015398025513,6.919429302215576,8.529716491699219,4.299783809752582,0.922352941176471
21.0,0.6641666666666667,0.3358333333333333,1.1414819955825806,0.5792319178581238,9.451648712158203,19.751026153564453,4.040150564617314,0.8894736842105256
22.0,0.5675,0.4325,1.0882102251052856,0.6305718421936035,9.356977462768555,16.585567474365234,4.140969162995595,1.5507142857142853
23.0,0.6096666666666667,0.3903333333333333,1.1031614542007446,0.6020587682723999,7.632615566253662,7.937612533569336,4.182613449972663,1.4664285714285714
24.0,0.5251666666666667,0.47483333333333333,1.074299693107605,0.6282638907432556,7.3686089515686035,8.156105041503906,4.316090130117423,1.1400000000000006
25.0,0.38,0.62,0.900441586971283,0.6457051634788513,7.7169342041015625,6.266956329345703,4.035087719298246,2.166875
26.0,0.5855,0.4145,0.9536705613136292,0.6464957594871521,7.768195629119873,7.64228630065918,3.9282664389410757,1.2027777777777784
27.0,0.7406666666666666,0.2593333333333334,1.177158236503601,0.6007850170135498,8.20991325378418,11.169113159179688,4.275427542754276,0.6454999999999995
28.0,0.6631666666666667,0.3368333333333333,0.999395489692688,0.6178827881813049,9.067325592041016,13.28742790222168,3.970846946468962,0.9638888888888898
29.0,0.591,0.40900000000000003,1.1098248958587646,0.5986678600311279,10.184547424316406,25.816822052001953,4.173716864072194,0.9739999999999999
30.0,0.548,0.45199999999999996,1.0624663829803467,0.6100559830665588,6.657423496246338,6.3564910888671875,4.227493917274939,1.5799999999999996
31.0,0.616,0.384,1.058887004852295,0.6937581300735474,7.403690338134766,8.10151481628418,4.2478354978354975,1.104444444444444
32.0,0.6163333333333334,0.3836666666666666,1.002422571182251,0.6609764695167542,7.073314189910889,8.358100891113281,3.9751216873985933,1.3018750000000003
33.0,0.6626666666666666,0.3373333333333334,1.0321927070617676,0.6559062004089355,5.607298374176025,6.72926139831543,3.9235412474849096,0.8870000000000001
34.0,0.6745,0.3255,1.0760477781295776,0.5760635733604431,7.372196674346924,10.003711700439453,4.1265134667655055,0.8610526315789483
35.0,0.718,0.28200000000000003,0.9934802651405334,0.6617608666419983,4.8570380210876465,6.187704086303711,3.8997214484679668,0.6400000000000002
36.0,0.7300000000000001,0.2699999999999999,0.9966350793838501,0.629960298538208,6.362451553344727,7.049007415771484,4.292237442922374,0.6122727272727272
37.0,0.6866666666666668,0.31333333333333324,1.020039677619934,0.6674991846084595,4.218348979949951,4.941722869873047,4.004854368932039,0.8742105263157894
38.0,0.6313333333333334,0.3686666666666666,1.0643022060394287,0.6713104248046875,5.617264270782471,8.218368530273438,4.197465681098205,0.8795652173913038
39.0,0.6838333333333334,0.3161666666666666,0.988418698310852,0.6852862238883972,6.618960380554199,9.3175048828125,3.997075310748233,0.9341176470588232
40.0,0.6113333333333333,0.3886666666666667,0.9950337409973145,0.6541977524757385,5.3417558670043945,7.122631072998047,3.7895310796074155,0.778518518518519
41.0,0.5491666666666667,0.4508333333333333,0.9083830714225769,0.7587624192237854,6.023092269897461,7.234046936035156,3.85432473444613,0.9827272727272729
